Division,Batch-Transaction ID,Transaction Date,Card Posting Dt,Merchant Name,Transaction Amt.,Trx.Currency,Original Amount,Original Currency,G/L Account,G/L Account Description,Cost Center / WBS Element / Order,Cost Center / WBS Element / Order Description,Merchant Type,Merchant Type Description,Purpose
"PARKS, FORESTRY & RECREATION",5289-88,6/30/2019,7/2/2019,WAL-MART # 1151,42.92,CAD,42.92,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04640,CHALKFARM-SUMMER CAMPS,5310,Discount Stores,INSTAX PACKS
"PARKS, FORESTRY & RECREATION",5290-158,7/3/2019,7/3/2019,DOLLAR TREE - #40105,26.84,CAD,26.84,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04640,CHALKFARM-SUMMER CAMPS,5331,Variety Stores,"LANYARD, HOOKS"
"PARKS, FORESTRY & RECREATION",5291-392,7/4/2019,7/4/2019,WAL-MART #1139,158.12,CAD,158.12,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P04640,CHALKFARM-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","HOTDOGS, BURGER, KETCHUP, VEGGIE BURGER"
"PARKS, FORESTRY & RECREATION",5291-393,7/5/2019,7/5/2019,RONA # 55090,94.90,CAD,94.90,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04640,CHALKFARM-SUMMER CAMPS,5251,Hardware Stores,SHELF UNIT
"PARKS, FORESTRY & RECREATION",5293-93,7/5/2019,7/5/2019,THE HOME DEPOT #7114,55.96,CAD,55.96,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04640,CHALKFARM-SUMMER CAMPS,5200,Home Supply Warehouse,RUSS. BIRCH
"PARKS, FORESTRY & RECREATION",5296-177,7/8/2019,7/9/2019,WAL-MART #1080,197.85,CAD,197.85,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04640,CHALKFARM-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","CLAY POT, GLUE"
"PARKS, FORESTRY & RECREATION",5296-178,7/8/2019,7/9/2019,WAL-MART # 1151,125.17,CAD,125.17,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04640,CHALKFARM-SUMMER CAMPS,5310,Discount Stores,"GLUE, GLUE GUN, CLAY POT"
"PARKS, FORESTRY & RECREATION",5296-179,7/9/2019,7/9/2019,DOLLAR TREE CANADA STO,73.71,CAD,73.71,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04640,CHALKFARM-SUMMER CAMPS,5331,Variety Stores,"GOOGLY EYES, FASTENER STRIP, PUZZLE BOOKS"
"PARKS, FORESTRY & RECREATION",5296-180,7/9/2019,7/9/2019,SHOPPERS DRUG MART #09,585.00,CAD,585.00,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04640,CHALKFARM-SUMMER CAMPS,5912,"Drug Stores, Pharmacies",TOKENS
"PARKS, FORESTRY & RECREATION",5296-181,7/9/2019,7/9/2019,IMAGINE CINEMAS WOODBI,102.00,CAD,102.00,CAD,4118,TICKETS AND ADMISSION FEES,P04640,CHALKFARM-SUMMER CAMPS,7832,Motion Picture Theaters,TRIP ADMISSION
"PARKS, FORESTRY & RECREATION",5297-163,7/9/2019,7/10/2019,WAL-MART # 1151,42.59,CAD,42.59,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04640,CHALKFARM-SUMMER CAMPS,5310,Discount Stores,FOAM PLATES/CUPS
"PARKS, FORESTRY & RECREATION",5298-468,7/12/2019,7/15/2019,NOFRILLS CARLO'S 705,21.85,CAD,21.85,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P04640,CHALKFARM-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","YOGURT, ICE, FRUITS"
"PARKS, FORESTRY & RECREATION",5298-469,7/12/2019,7/15/2019,DOLLAR TREE CANADA STO,15.56,CAD,15.56,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04640,CHALKFARM-SUMMER CAMPS,5331,Variety Stores,"CHALK, SEEDS"
"PARKS, FORESTRY & RECREATION",5298-470,7/11/2019,7/15/2019,WAL-MART #1081,85.52,CAD,85.52,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P04640,CHALKFARM-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","CLAY POT, CHEESE"
"PARKS, FORESTRY & RECREATION",5298-471,7/12/2019,7/15/2019,FOOD BASICS #689,6.37,CAD,6.37,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04640,CHALKFARM-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets",SOIL
"PARKS, FORESTRY & RECREATION",5298-472,7/11/2019,7/15/2019,COSTCO WHOLESALE W1261,228.52,CAD,228.52,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P04640,CHALKFARM-SUMMER CAMPS,5300,Wholesale Clubs,"PASTA, SALT, MILK"
"PARKS, FORESTRY & RECREATION",5301-171,7/17/2019,7/18/2019,FORTINOS (MOUNTAINASH,157.84,CAD,157.84,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P04640,CHALKFARM-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","PIZZA SAUCE, TURKEY PEPPERONI"
"PARKS, FORESTRY & RECREATION",5302-177,7/18/2019,7/19/2019,NOFRILLS SHERIFFS 270,12.00,CAD,12.00,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P04640,CHALKFARM-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets",PIZZA DOUGH
"PARKS, FORESTRY & RECREATION",5303-267,7/19/2019,7/22/2019,DOLLARAMA # 383,63.28,CAD,63.28,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04640,CHALKFARM-SUMMER CAMPS,5310,Discount Stores,FANS
"PARKS, FORESTRY & RECREATION",5303-268,7/19/2019,7/22/2019,WAL-MART # 3740,17.20,CAD,17.20,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P04640,CHALKFARM-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets",POPSICLES
"PARKS, FORESTRY & RECREATION",5305-188,7/23/2019,7/24/2019,REAL CANADIAN WHOLESAL,72.38,CAD,72.38,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P04640,CHALKFARM-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","CUPS, SPOONS, ICE CREAM"
"PARKS, FORESTRY & RECREATION",5305-189,7/22/2019,7/24/2019,SHOPPERS DRUG MART #08,465.00,CAD,465.00,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04640,CHALKFARM-SUMMER CAMPS,5912,"Drug Stores, Pharmacies",TTC TICKETS
"PARKS, FORESTRY & RECREATION",5306-184,7/24/2019,7/25/2019,INDIGO 278,68.19,CAD,68.19,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04640,CHALKFARM-SUMMER CAMPS,5942,Book Stores,BOOKS
"PARKS, FORESTRY & RECREATION",5306-185,7/24/2019,7/25/2019,HOBBY WORLD,209.82,CAD,209.82,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04640,CHALKFARM-SUMMER CAMPS,5970,"Artist Supply Stores, Craft Shops","YARN, ELASTIC BANDS, GLITTER"
"PARKS, FORESTRY & RECREATION",5306-186,7/23/2019,7/25/2019,CENTENNIAL MINI-INDY,144.25,CAD,144.25,CAD,4118,TICKETS AND ADMISSION FEES,P04640,CHALKFARM-SUMMER CAMPS,7996,"Amusement Parks, Carnivals, Circuses, Fo",CAMP TRIP
"PARKS, FORESTRY & RECREATION",5306-187,7/24/2019,7/25/2019,METRO #752,26.05,CAD,26.05,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P04640,CHALKFARM-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","GRANOLA BARS, JUICE"
"PARKS, FORESTRY & RECREATION",5307-211,7/24/2019,7/26/2019,LOBLAW SUPERMARKET #10,110.62,CAD,110.62,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P04640,CHALKFARM-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","BORAX, SUGAR, FLOUR"
"PARKS, FORESTRY & RECREATION",5307-212,7/25/2019,7/26/2019,DOLLARAMA #1077,27.98,CAD,27.98,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P04640,CHALKFARM-SUMMER CAMPS,5310,Discount Stores,"CANDY, GUM, CHOCOLATE"
"PARKS, FORESTRY & RECREATION",5307-213,7/25/2019,7/26/2019,FOOD BASICS #867,29.32,CAD,29.32,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P04640,CHALKFARM-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","PSSTA, EVAP MILK, SALAD DRSNG"
"PARKS, FORESTRY & RECREATION",5307-214,7/25/2019,7/26/2019,FOOD BASICS #867,29.24,CAD,29.24,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P04640,CHALKFARM-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","MEATBALLS, CANNED TOMATOES"
"PARKS, FORESTRY & RECREATION",5308-224,7/26/2019,7/29/2019,FESTIVAL XPRESS LTD.,"1,050.90",CAD,"1,050.90",CAD,4118,TICKETS AND ADMISSION FEES,P04640,CHALKFARM-SUMMER CAMPS,7922,Theatrical Producers (except Motion Pict,CAMP TRIP
"PARKS, FORESTRY & RECREATION",5308-225,7/26/2019,7/29/2019,T-SHIRT.CA,350.22,CAD,350.22,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04640,CHALKFARM-SUMMER CAMPS,5699,Accessory  and Apparel Stores - Miscella,T SHIRTS
"PARKS, FORESTRY & RECREATION",5308-226,7/26/2019,7/29/2019,WAL-MART # 3105,258.10,CAD,258.10,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P04640,CHALKFARM-SUMMER CAMPS,5310,Discount Stores,"JUICE, PAINT, TATTOOS"
"PARKS, FORESTRY & RECREATION",5309-134,7/29/2019,7/30/2019,PRICE CHOPPER 7984QPS,19.64,CAD,19.64,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P04640,CHALKFARM-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","YOGURT, FRUIT"
"PARKS, FORESTRY & RECREATION",5310-166,7/30/2019,7/31/2019,NOFRILLS CARLO'S 705,31.67,CAD,31.67,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P04640,CHALKFARM-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets",PIZZA DOUGH
"PARKS, FORESTRY & RECREATION",5310-167,7/29/2019,7/31/2019,WAL-MART #1139,165.55,CAD,165.55,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P04640,CHALKFARM-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","BEEF, CHEESE, EGGS, FROSTING"
,,,,,"5,405.49",CAD,"5,405.49",CAD,,,,,,,
"SOCIAL DEVELOPMENT, FINANICE & ADMINISTRATION",5288-150,6/30/2019,7/1/2019,DOLLAR TREE 40169,18.40,CAD,18.40,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,G27202,CRISIS RESPONSE PROGRAM,5331,Variety Stores,SUPPLIES FOR EVENT - STRONGER TOGETHER
"SOCIAL DEVELOPMENT, FINANICE & ADMINISTRATION",5288-151,6/30/2019,7/1/2019,STAPLES STORE #227,167.29,CAD,167.29,CAD,2010,STATIONERY AND OFFICE SUPPLIES,G27202,CRISIS RESPONSE PROGRAM,5943,"Office, School Supply, and Stationery St",OFFICE SUPPLIES FOR EVENT - STRONGER TOGETHER
"SOCIAL DEVELOPMENT, FINANICE & ADMINISTRATION",5288-152,6/30/2019,7/1/2019,MICHAELS #3952,28.08,CAD,28.08,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,G27202,CRISIS RESPONSE PROGRAM,5945,"Game, Toy, and Hobby Shops",SUPPLIES FOR EVENT - STRONGER TOGETHER
"SOCIAL DEVELOPMENT, FINANICE & ADMINISTRATION",5289-89,6/30/2019,7/2/2019,WAL-MART #3054,117.59,CAD,117.59,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,G27202,CRISIS RESPONSE PROGRAM,5411,"Grocery Stores, Supermarkets",FOOD FOR EVENT - STRONGER TOGETHER
,,,,,331.36,CAD,331.36,CAD,,,,,,,
EMPLOYMENT & SOCIAL SERVICES,5301-172,7/17/2019,7/18/2019,CO-OP CABS,90.02,CAD,90.02,CAD,4452,TRANSPORTATION-TAXIS-CLIENTS,C03218,YORKGATE SPECIAL NEEDS OW,4121,Limousines and Taxicabs,EMERGENCY TRANSPORTATION FOR CLIENTS
EMPLOYMENT & SOCIAL SERVICES,5308-227,7/25/2019,7/29/2019,YORK U-SCHULICH EEC WE,"2,994.50",CAD,"2,994.50",CAD,4310,TRAINING & DEVELOPMENT - EXTERNAL,C01218,YORKGATE ADMIN,8220,"Colleges, Universities, Professional Sch",REGISTRATION FEES-MINDFUL MANAGEMENT: THE NEUROSCIENCE OF LEADERSHIP      DEC12-13/19
,,,,,"3,084.52",CAD,"3,084.52",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5291-394,7/4/2019,7/4/2019,ISN CANADA GROUP INC,215.38,CAD,215.38,CAD,4403,CONTRACTED SERVICES - MACHINERY AND EQUI,P07646,DON VALLEY-OPERATIONS,5085,Industrial Supplies Not Elsewhere Classi,SOIL
"PARKS, FORESTRY & RECREATION",5298-473,7/12/2019,7/15/2019,CLIFFORD'S HLG /PICAMI,945.25,CAD,945.25,CAD,2560,AGRICULTURE & BOTANICAL SUPPLIES,P07646,DON VALLEY-OPERATIONS,4214,"Motor Freight Carriers, Trucking - Local",TOP DRESSING MATERIAL
,,,,,"1,160.63",CAD,"1,160.63",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5291-395,7/5/2019,7/5/2019,STEELCASE TIRES N MAGS,398.89,CAD,398.89,CAD,2120,PARTS - MACHINERY & EQUIPMENT,P00409,N-EAST1-TURF&HORT,5532,Automotive Tire Stores,MULTI-TRAC TIRE
"PARKS, FORESTRY & RECREATION",5297-164,7/10/2019,7/10/2019,PRICELESS PRODUCTS,649.66,CAD,649.66,CAD,2120,PARTS - MACHINERY & EQUIPMENT,P00409,N-EAST1-TURF&HORT,0780,Horticultural and Landscaping Services,TRIMMER LINE
"PARKS, FORESTRY & RECREATION",5297-165,7/10/2019,7/10/2019,PRINCESS AUTO 36,126.51,CAD,126.51,CAD,2120,PARTS - MACHINERY & EQUIPMENT,P00859,ALNESS YD-YARD OPERNS,5085,Industrial Supplies Not Elsewhere Classi,"GLOVES, FUNNEL, PLIERS, CORD"
"PARKS, FORESTRY & RECREATION",5298-474,7/12/2019,7/15/2019,ALPINE LAWN & GARDEN E,468.71,CAD,468.71,CAD,2120,PARTS - MACHINERY & EQUIPMENT,P00409,N-EAST1-TURF&HORT,5261,Lawn and Garden Supply Stores,"STRING LINE, OIL"
"PARKS, FORESTRY & RECREATION",5300-161,7/16/2019,7/17/2019,ALPINE LAWN & GARDEN E,78.04,CAD,78.04,CAD,2120,PARTS - MACHINERY & EQUIPMENT,P00409,N-EAST1-TURF&HORT,5261,Lawn and Garden Supply Stores,STRING SPOOL
"PARKS, FORESTRY & RECREATION",5303-269,7/19/2019,7/22/2019,ALPINE LAWN & GARDEN E,294.72,CAD,294.72,CAD,2120,PARTS - MACHINERY & EQUIPMENT,P00409,N-EAST1-TURF&HORT,5261,Lawn and Garden Supply Stores,"SHROUD, KIT, AUTOCUT"
"PARKS, FORESTRY & RECREATION",5304-129,7/22/2019,7/23/2019,CHAMBERS & COOKE (1968,88.57,CAD,88.57,CAD,2120,PARTS - MACHINERY & EQUIPMENT,P00409,N-EAST1-TURF&HORT,5085,Industrial Supplies Not Elsewhere Classi,HOSE ASSY
"PARKS, FORESTRY & RECREATION",5309-135,7/27/2019,7/30/2019,PARTSOURCE #749,38.37,CAD,38.37,CAD,2120,PARTS - MACHINERY & EQUIPMENT,P00409,N-EAST1-TURF&HORT,5533,"Automotive Parts, Accessories Stores","TAPE KIT, STEERING FLUID"
,,,,,"2,143.47",CAD,"2,143.47",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5291-396,7/3/2019,7/4/2019,CC HYDRAULIC IND SUPPL,208.82,CAD,208.82,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,P00012,TERMINAL-FERRY OPERATIONS,8999,Professional Services - Not Elsewhere Cl,FLEX HOSES FOR VACCUUM
"PARKS, FORESTRY & RECREATION",5303-270,7/18/2019,7/22/2019,THE HOME DEPOT #7080,63.37,CAD,63.37,CAD,2715,PAINT SUPPLIES,P00012,TERMINAL-FERRY OPERATIONS,5200,Home Supply Warehouse,"SPRAY PAINT, STAIN"
,,,,,272.19,CAD,272.19,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5291-397,7/5/2019,7/5/2019,ROCCO S NO FRILLS #364,18.71,CAD,18.71,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,P03073,ST LAWRENCE-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets",CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION",5295-132,7/8/2019,7/8/2019,ROCCO S NO FRILLS #364,8.91,CAD,8.91,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,P03073,ST LAWRENCE-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets",CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION",5295-133,7/8/2019,7/8/2019,MICHAELS #4936,160.46,CAD,160.46,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,P03073,ST LAWRENCE-SUMMER CAMPS,5945,"Game, Toy, and Hobby Shops",CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION",5295-134,7/8/2019,7/8/2019,DOLLARAMA # 736,30.62,CAD,30.62,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,P03073,ST LAWRENCE-SUMMER CAMPS,5310,Discount Stores,CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION",5304-130,7/22/2019,7/23/2019,DOLLARAMA # 736,39.04,CAD,39.04,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,P06922,ST LAWRENCE-PRGM SUPPORT,5310,Discount Stores,CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION",5305-190,7/23/2019,7/24/2019,FRESHCO 3850,178.44,CAD,178.44,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,P03073,ST LAWRENCE-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets",CAMP SUPPLIES
,,,,,436.18,CAD,436.18,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5289-90,7/2/2019,7/2/2019,TUCKERS POTTERY SUPPLI,22.54,CAD,22.54,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P12101,BEACHES CC-ARTS-VISL/PERF,5970,"Artist Supply Stores, Craft Shops",GLAZE FOR POTTERY
"PARKS, FORESTRY & RECREATION",5290-159,7/3/2019,7/3/2019,DOLLARAMA # 225,29.38,CAD,29.38,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P12101,BEACHES CC-ARTS-VISL/PERF,5310,Discount Stores,"FLAGS, HATS, CLOCKS, SEED KIT"
"PARKS, FORESTRY & RECREATION",5290-160,7/3/2019,7/3/2019,KENNEDY BOWL,430.00,CAD,430.00,CAD,4118,TICKETS AND ADMISSION FEES,P04879,BALMY BEACH-SUMMER CAMPS,7933,Bowling Alleys,BOWLING ADMISSION
"PARKS, FORESTRY & RECREATION",5291-398,7/3/2019,7/4/2019,CDN TIRE STORE #00273,33.87,CAD,33.87,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P12101,BEACHES CC-ARTS-VISL/PERF,5200,Home Supply Warehouse,FOLDING STOOLS
"PARKS, FORESTRY & RECREATION",5291-399,7/4/2019,7/4/2019,ONTARIO SCIENCE CENTRE,243.20,CAD,243.20,CAD,4118,TICKETS AND ADMISSION FEES,P04879,BALMY BEACH-SUMMER CAMPS,7991,Tourist Attractions and Exhibits,ADMISSION FEES
"PARKS, FORESTRY & RECREATION",5291-400,7/4/2019,7/4/2019,FRESHCO 3850,163.89,CAD,163.89,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12101,BEACHES CC-ARTS-VISL/PERF,5411,"Grocery Stores, Supermarkets","GARLIC, HOTDOGS, LETTUCE, FRUITS"
"PARKS, FORESTRY & RECREATION",5291-401,7/4/2019,7/4/2019,FRESH CO #9679,33.37,CAD,33.37,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12101,BEACHES CC-ARTS-VISL/PERF,5411,"Grocery Stores, Supermarkets","POPCORN, HOTDOG BUNS"
"PARKS, FORESTRY & RECREATION",5291-402,7/4/2019,7/4/2019,LOBLAWS 4.2,91.32,CAD,91.32,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12101,BEACHES CC-ARTS-VISL/PERF,5411,"Grocery Stores, Supermarkets","APPLES, BEEF, CHICKN, CUCUMBER"
"PARKS, FORESTRY & RECREATION",5293-94,7/7/2019,7/7/2019,FOODLAND  6425,12.58,CAD,12.58,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12096,BEACHES CC-PLAY PROGRAMS,5411,"Grocery Stores, Supermarkets",SALAD DRSNG
"PARKS, FORESTRY & RECREATION",5296-182,7/9/2019,7/9/2019,FOODLAND  6425,12.35,CAD,12.35,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12096,BEACHES CC-PLAY PROGRAMS,5411,"Grocery Stores, Supermarkets","LETTUCE, TOMATOES, MILK"
"PARKS, FORESTRY & RECREATION",5298-475,7/11/2019,7/15/2019,LOBLAWS #1021,160.39,CAD,160.39,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12112,BEACHES CC-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","FRUITS, ASPARAGUS, CHICKEN"
"PARKS, FORESTRY & RECREATION",5298-476,7/11/2019,7/15/2019,FRESH CO #9679,206.66,CAD,206.66,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12112,BEACHES CC-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","LETTUCE, POTATOES, LEMONS, FRUITS, HADDOCK"
"PARKS, FORESTRY & RECREATION",5298-477,7/11/2019,7/15/2019,METRO #37,147.80,CAD,147.80,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12112,BEACHES CC-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","RADISH, FRUITS, OLIVES"
"PARKS, FORESTRY & RECREATION",5299-113,7/12/2019,7/16/2019,CDN TIRE STORE #00273,90.38,CAD,90.38,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P06743,BEACHES CC-PRGM SUPPORT,5200,Home Supply Warehouse,UMBRELLAS
"PARKS, FORESTRY & RECREATION",5299-114,7/15/2019,7/16/2019,FRESH CO #9679,7.45,CAD,7.45,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12096,BEACHES CC-PLAY PROGRAMS,5411,"Grocery Stores, Supermarkets",LETTUCE
"PARKS, FORESTRY & RECREATION",5300-162,7/16/2019,7/17/2019,FRESH CO #9679,68.29,CAD,68.29,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12112,BEACHES CC-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","BUNS, JUICE, CARROTS, POTATOES"
"PARKS, FORESTRY & RECREATION",5302-178,7/18/2019,7/19/2019,LOBLAWS #1021,103.29,CAD,103.29,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P04833,BALMY BEACH-SPECIALTY CAMPS,5411,"Grocery Stores, Supermarkets","FREEZIES, FRUITS, BURGERS"
"PARKS, FORESTRY & RECREATION",5302-179,7/18/2019,7/19/2019,FRESH CO #9679,12.98,CAD,12.98,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P04833,BALMY BEACH-SPECIALTY CAMPS,5411,"Grocery Stores, Supermarkets","CELERY, GARLIC"
"PARKS, FORESTRY & RECREATION",5302-180,7/18/2019,7/19/2019,FRESH CO #9679,70.90,CAD,70.90,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12112,BEACHES CC-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","LEMONS, APPLES, PEPPERS, LIMES"
"PARKS, FORESTRY & RECREATION",5302-181,7/18/2019,7/19/2019,METRO #37,71.08,CAD,71.08,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12112,BEACHES CC-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","JUICE, FRUITS"
"PARKS, FORESTRY & RECREATION",5305-191,7/23/2019,7/24/2019,FOODLAND  6425,26.31,CAD,26.31,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12112,BEACHES CC-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","CREAM, TOMATOES"
"PARKS, FORESTRY & RECREATION",5305-192,7/23/2019,7/24/2019,FRESH CO #9679,58.03,CAD,58.03,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12112,BEACHES CC-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","BURGERS, BROTH, ONIONS, CUCUMBERS"
"PARKS, FORESTRY & RECREATION",5307-215,7/25/2019,7/26/2019,LOBLAWS #1021,91.76,CAD,91.76,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12112,BEACHES CC-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","APPLES, CHEESE, PEPPERS"
"PARKS, FORESTRY & RECREATION",5307-216,7/25/2019,7/26/2019,FRESH CO #9679,131.79,CAD,131.79,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12112,BEACHES CC-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","PEAS, CORN PASTA, FRUITS, PIZZA SAUCE"
"PARKS, FORESTRY & RECREATION",5307-217,7/25/2019,7/26/2019,METRO #37,80.01,CAD,80.01,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12112,BEACHES CC-SUMMER CAMPS,5411,"Grocery Stores, Supermarkets","APPLES, LETTUCE, CHICKEN, SAUCE"
"PARKS, FORESTRY & RECREATION",5307-218,7/25/2019,7/26/2019,CINEPLEX 7253     QPS,486.20,CAD,486.20,CAD,4118,TICKETS AND ADMISSION FEES,P04833,BALMY BEACH-SPECIALTY CAMPS,7832,Motion Picture Theaters,CAMP TRIP
"PARKS, FORESTRY & RECREATION",5308-228,7/26/2019,7/29/2019,FOODLAND  6425,16.96,CAD,16.96,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12101,BEACHES CC-ARTS-VISL/PERF,5411,"Grocery Stores, Supermarkets","HOTDOGS, KETCHUP"
"PARKS, FORESTRY & RECREATION",5309-136,7/29/2019,7/30/2019,FOODLAND  6425,49.44,CAD,49.44,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12096,BEACHES CC-PLAY PROGRAMS,5411,"Grocery Stores, Supermarkets","CUPS, BUTTER HAM, LETTUCE"
"PARKS, FORESTRY & RECREATION",5310-168,7/30/2019,7/31/2019,FOODLAND  6425,6.63,CAD,6.63,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12096,BEACHES CC-PLAY PROGRAMS,5411,"Grocery Stores, Supermarkets","ONIONS, TOMATOES"
,,,,,"2,958.85",CAD,"2,958.85",CAD,,,,,,,
